City,Date,Shape,State,Summary
Silver Spring,6/29/17 04:20,Light,MD,"Four round white lights in a large, square configuration seen through the clouds. ((NUFORC Note: Rocket launch. PD))"
Norwalk,6/29/17 04:15,Circle,CT,"I was looking up at the cross, when I noticed a strange mist in the sky above.((NUFORC Note: Rocket launch from Wallops Island. PD))"
Sun Prairie,6/29/17 03:33,Oval,WI,It was the scariest thing I have ever seen. It was only a few seconds about 4 to 6 seconds. I was walking at 330 am an a green oval obj
Hendersonville,6/28/17 23:05,Light,TN,Very bright non-flashing red light traveling from north to south -----
Mastic Beach,6/28/17 23:00,Circle,NY,Bright white circle shaped light quickly shot across water from S to N over the water then vanished. ((anonymous report))
Newport News,6/28/17 23:00,Circle,VA,Was walking my dog around 32nd Street and Newport News seen a big circle appear in the sky for other little circles came out of the big
Portland,6/28/17 22:00,Light,OR,Lights in the Portland sky with up to six lights in the sky and then the front one in the formation would take off to N.
Portland,6/28/17 21:37,Fireball,OR,"UFO SIGHTING ON JUNE 28TH 2017 IN PORTLAND, OREGON The evening of June 28th I was staying a hotel directly across from the Portland Con"
Nampa,6/28/17 21:30,Other,ID,2 small circular crafts seen within a period of 30min minutes from each other while another triangular shaped craft was found 1hr later
Fort Oglethorpe,6/28/17 20:50,Oval,GA,Bright blue orb darting back and forth across the southern sky.
Trimont,6/28/17 19:30,Rectangle,MN,"White rectangular object, climbing steeply into the sky."
East Norwich,6/28/17 17:00,Oval,NY,I saw a small plane shaped with out wings fly in to a small cloud. ((anonymous report))
Duluth,6/28/17 03:30,Oval,MN,"White light above the trees at the end of Park Point in Duluth, MN"
Miamiville,6/28/17 00:30,Triangle,OH,"This this the second time I've seen this flying object. It was triangular in shape with an orange glowing light at each corner, and ave"
Bear,6/28/17 00:05,Triangle,DE,Triangular object. White light illumination not yellow. No port or star at lights. Traveled from L to R in seconds. Heading N.
Casa Grande,6/27/17 23:45,Diamond,AZ,Odd stationary orange glowing objects over the Sonoran desert
Soap Lake,6/27/17 22:45,,WA,"Looking at the night sky, long after sunset."
Cambridge,6/27/17 22:40,Light,MN,Military helicopter chasing light.
Leupp,6/27/17 21:57,Light,AZ,3 connected lights were in the sky and vanished before my very eyes.
Benson,6/27/17 21:45,Circle,VT,Multiple orange glow with a dark.
West Columbia,6/27/17 21:09,Unknown,SC,Object or craft makes erratic high speed maneuvers over South Carolina.
Seaside,6/27/17 21:00,Sphere,CA,Triangle of three lights.
Garden City,6/27/17 21:00,Disk,SC,Took a video of a strange craft sitting still over the ocean and then started to move towards us and went over our condo. My husband an
Colorado Springs,6/27/17 19:45,Unknown,CO,Sighting.
Lisbon,6/27/17 13:30,Unknown,NY,"I heard a big jet going over,so I looked up. As i did i saw a bright shiny object near the plane alt. ((anonymous report))"
Shakopee,6/27/17 13:11,Unknown,MN,VERY loud and unknown noise outside; was really loud and sounded like a airplane was headed for us. ((anonymous report))
Taos,6/27/17 12:00,Circle,NM,"Daytime white disc sighting In Taos, New Mexico, with video link. ((anonymous report))"
Palm Springs,6/27/17 02:31,Rectangle,CA,I witnessed odd lights while driving west on Racket Club Dr. early Tuesday morning. Roughly 1/5 of the way up the silhouette of Mount S
Swansboro,6/27/17 00:00,Other,NC,I came home from work at 11:55 PM on 6/26/17.I got out of my car to check the mailbox looked up and saw up in the sky a red square
Louisville,6/26/17 23:45,Triangle,KY,Slow moving dark colored triangular object with no lights or sound moving west and low in night sky.
North Sea (on oil rig),6/26/17 23:30,Disk,,"Large, well lit up, unidentified craft at sea level rose and flew into night sky before disappearing."
Tazewell,6/26/17 23:00,Formation,TN,"I heard a really loud noise, I was at my parent's house and was puppy sitting. I went outside to feed the cats again. I thought it was"
Grand Rapids,6/26/17 22:20,Unknown,MI,Very strange slow motion mechanic noise that lasted about 30 seconds.
Lincoln,6/26/17 22:00,Sphere,CA,Balls of light flying high in the sky from Sacramento to Reno West to East. ((anonymous report))
Florida Coast (at sea),6/26/17 22:00,,,"Bright green orb, surrounded by white light, falling straight down from sky. Stormy/cloudy weather."
Myrtle Beach,6/26/17 21:47,Triangle,SC,"Triangle shaped orange lights seen hovering at Sands Ocean Dunes, Myrtle Beach, SC on June 26."
University Place,6/26/17 17:42,Diamond,WA,Diamond shaped object with lights flying end over end
Ballwin,6/26/17 12:10,Light,MO,Yellowish/white bright light that traveled across my viewing area and made a hard right turn at a very high rate of speed. Silent.
Sevierville,6/26/17 02:00,Oval,TN,"My wife and I were sitting on the porch when I thought I witnessed a shooting star. But as I watched, I began to note out of the norm c"
Lincolnshire (UK/England),6/26/17 01:55,Formation,,Lincolnshire UK Spots a Line of 8-10 dots Unexplained!
McMurray,6/26/17 01:30,Triangle,PA,Awakened by the sounds of animals scratching to get into the house. Went downstairs and my mother was letting the dog into the house. S
Gloversville,6/26/17 01:00,Other,NY,My husband and I where both outside in our backyard having a fire. He was looking for satellites going by when he spotted a strange lin
Corbin,6/26/17 01:00,Circle,KY,Was driving through Corbin northbound on I-75 when we saw a bright green light circular in shape to the left above the tree tops.
Lexington,6/26/17 01:00,Oval,KY,Bright green oval light with orange halo shoots across Lexington sky. ((anonymous report))
Grand Junction,6/26/17 01:00,Light,CO,Bright light or orb west of Grand Junction. ((anonymous report))
Korbel,6/26/17 00:00,Flash,CA,Bright flashing white/red lights over our farm house. Didn't go outside but they flashed randomly. ((anonymous report))
Courtenay (Canada),6/25/17 23:32,Light,BC,"Object looked like a star and was in the distance, on the horizon. It started to move slowly to the left. ((anonymous report))"
Grand Rapids,6/25/17 22:50,Circle,MI,ISS type object traveling west to east apexing at 90 degrees. Brighter and faster than the ISS sightings I have seen before.
Long Beach,6/25/17 22:15,Light,CA,Bright Venus-like stationary light appears in late evening sky and abruptly dims and fades in place.((NUFORC Note: Iridium flare? PD))
Lampe,6/25/17 21:20,Formation,MO,"Single bright orb low to ESE horizon, Venus magnitude or larger, drifting slowly down in night sky, separated into 4-5 smaller orbs."
Bellingham,6/25/17 21:05,Circle,WA,"Multiple aircraft at different heights and distances appear, travel, then disappear."
Maple Ridge (Canada),6/25/17 21:00,Cigar,BC,White cigar shaped slow moving and sometimes stationary object.
Columbus,6/25/17 20:10,Cone,OH,Stationary object moving in and out of view at dusk.
North Port,6/25/17 19:00,Circle,FL,2-blue lights no bigger than an egg. In the center of was a black object. Made no sound. Lots of wind.
New York City (Bronx),6/25/17 18:00,Oval,NY,in the city of new york
Puyallup,6/25/17 18:00,Cylinder,WA,"A cylinder or long rectangle with three circles (Lights?) on the bottom, seen in full daylight by one person."
Auburn,6/25/17 14:00,Sphere,WA,Round white/metallic sphere.
Blue Mountains (in NE Oregon),6/25/17 04:50,Formation,OR,"Three large structures hovered, and then flew away very quickly. ((anonymous report ))"
St. Louis,6/25/17 04:00,Light,MI,"Bright light dimming and brightening while ""teleporting?"" To a different part of sky."
Independence,6/25/17 04:00,Changing,MO,"Cluster formation over Independence, MO. (4th time seen) I have video this time. Beam occurred on prior event on 6/21."
Diamond Lake/Mt. Thielson,6/25/17 03:30,Light,OR,Bright light seen over diamond lake/ mt. thielson area
Titusville,6/25/17 01:15,Formation,FL,There were 3 separate objects moving at a high rate of speed just above the clouds. Following each other one about 2 minutes in front o
Merritt Island (above),6/24/17 22:00,Circle,FL,3 ufos hovering Kennedy Space Center. ((anonymous report))
Farmington,6/24/17 22:00,Circle,NH,Bright white glowing orb spotted in Northern Sky of Farmington NH
Rockledge,6/24/17 21:58,Light,FL,"Soft glowing light, flaring, dimming irregularly."
New Bloomfield,6/24/17 21:30,Circle,MO,Strobe like yellow lights hovering in the sky.
Ephrata,6/24/17 21:00,Fireball,PA,As the wife and I were sitting outside near a field by our home off Arrowhead Dr We saw two red fireball like objects in the sky. Ther
Seattle,6/24/17 16:00,Circle,WA,Tiny white lights seen over Seattle extremely high during day some erratic movements.
Manchester,6/24/17 14:00,Oval,CT,"Oval shape, shiny, object suddenly disappeared. ((anonymous report))"
Fairfield,6/24/17 12:00,Cigar,WA,Sillver cigar shaped object witnessed by 2 people in eastern Washington. Object hovered in western sky before vanishing
North Hollywood,6/24/17 09:52,Light,CA,6 Unidentified Flying Objects slowly disappear into the thin air!
South Kingstown,6/24/17 03:15,Light,RI,Bright white light slowly and briefly travels part of the night sky.
Minneapolis,6/24/17 01:00,Light,MN,4 slowly revolving white lights in the sky. ((NUFORC Note: Possible advertising lights?? PD))
Eaton,6/24/17 00:30,Disk,CO,Large disk with light blue lights underneath.
Twin Falls,6/24/17 00:30,Light,ID,There were 7 lights that were solid white all paced out through the span of roughly 40 min. Some seemed be flying straight but after fo
Butte,6/24/17 00:00,Light,MT,Bright orange light flew over silverbow nw turned around flew back over and hovered over the easf ridge joining another for 30min.
Mountlake Terrace,6/23/17 23:53,Formation,WA,"Observed 3 white lights in line, became brighter, middle light strayed left to form triangle, continued to rise, then formed right tria"
Seattle,6/23/17 23:45,Circle,WA,2 Lights in the sky that got really bright.
Miami,6/23/17 23:30,Light,FL,Lights flashing across their sky.
Bonney Lake,6/23/17 22:50,Other,WA,Hundreds of flying lights move across sky in swarm.
Sacramento,6/23/17 22:10,Circle,CA,"About 20 white circular lights that periodically turned red. Caught some on camera doing a zig zag, then they ended up vanishing."
Dana Point,6/23/17 22:00,Sphere,CA,A bright orange/red ufo was spotted coming up the coast from San Clemente towards Dana Point CA
Longview,6/23/17 22:00,Changing,WA,Ufo spotted two days before possible MIB and electrical/radio interference and large owl sighting
Olney,6/23/17 21:30,Chevron,IL,"An adult male telephone the NUFORC UFO Hotline to report a sighting of a ""boomerang-shaped"" craft. Appeared to give off smoke."
Virginia Beach,6/23/17 21:13,Light,VA,Green orb like objects flying in the sky.
Pomona,6/23/17 20:35,Circle,CA,"Circular object with multiple red, blue and green flashing lights, making very tight turns at a fast rate of speed."
Paulding,6/23/17 20:00,Other,OH,"Dark object flying ahead of a Chinook type helicopter, then a cigar shaped, silver object trailing behind"
Pasadena,6/23/17 20:00,Circle,MD,Saw three star-like objects moving together. Got binaculars out. Each object was circular like a hoop with evenly spaced nodules on i
Jacksonville,6/23/17 17:15,Circle,FL,Orb seen in eastern sky.
Plymouth,6/23/17 10:30,Fireball,MN,I went to let the dogs out and noticed a glowing orange light flying over the trees. I called my husband and we watched it until it wen
Pasco,6/23/17 03:50,Unknown,WA,Bright white satellite looking object North Eastern sky rapid speeds vertical and horizontal object turns blue as it changes directions
Omaha,6/22/17 21:06,Light,NE,Red light moving rapidly across the sky in all directions at immense speed.
Omaha,6/22/17 21:00,Unknown,NE,Red/green light craft seen flying irregulary over Omaha. Rapid acceleration and deacceleration.
Desert Hills,6/22/17 20:45,Fireball,AZ,Objects were in V shaped about 2 miles long with Military jets chasing it. Went Southwest to northeast east towards cave Creek. Also go
South Milwaukee,6/22/17 20:03,Cigar,WI,Illuminated cigar shaped object flew in straight line overhead.
Seattle,6/22/17 17:40,Other,WA,Small white cloud displays unusual movements west of Mt Rainier in Washington State
Tujunga,6/22/17 10:00,Sphere,CA,Daytime Sphere along the San Gabriel Mountains.
San Diego,6/21/17 22:15,Disk,CA,Disk-surrounded with red/blue lights doing amazing acrobatic maneuvers in night sky.
Mystic Island,6/21/17 22:00,Circle,NJ,Zig-Zag Flying objects over Mystic Island New Jersey.
Seattle,6/21/17 21:43,Sphere,WA,Sphere over Olympic Mountains in West.
Lansdale,6/21/17 20:00,Circle,PA,I didn't notice the picture I took until the evening. there is definitely something else in the sky. ((NUFORC Note: Lens flare. PD))
New York City (Manhattan),6/21/17 17:00,Changing,NY,A black object changed its shape slightly while floating over Manhattan.
San Dimas,6/21/17 04:05,Cigar,CA,"Super-big object covered in bright white lights, and extremely slow moving"
Lenoir City,6/21/17 04:00,Light,TN,2 orbs traveling side by side under dense cloud coverage 4:09 am.
Independence,6/21/17 03:00,Changing,MO,Repeat sighting of same light a week later.
Holbrook,6/21/17 01:00,Triangle,NY,On my way home (3 blocks away) I saw a triangular shaped craft moving very fast headed SSW I believe as it passed over my car at an ang
Mountain Grove,6/21/17 00:25,Diamond,MO,A stat zigzag moving quickly there the night sky. ((anonymous report))
Waverly,6/20/17 22:00,Other,OH,I have a clear view of the sky which I observe while out with my girlfriend smoking. I had been looking around to the south and didn't
Denver,6/20/17 21:00,Light,CO,"Red light observed under a thundercloud, stationary for a few seconds, then went straight down and changed from red to white."
Attleboro,6/20/17 12:00,Flash,MA,Bright flash from above like a reflection but no sound in the sky. Bright real bright i know i live near the Bridgewater triangle.
Port Wentworth (Pooler),6/20/17 05:05,Oval,GA,"Green glowing orb, shot across the sky from East to West. Appeared out of no where. Overcast sky."
Kansas City,6/20/17 04:22,Triangle,MO,Triangular Lights spotted over downtown Kansas City.
Kettle Falls,6/20/17 02:30,Circle,WA,"Super bright ufo, northeastern Washington."
Stillwater,6/20/17 00:30,Light,OK,Small lights appeared over a lake in Stillwater OK. ((anonymous report))
Lee's Summit,6/19/17 23:00,Circle,MO,Blue lights circling for 2 min. Neighbors walking out and watching also. ((anonymous report))
